movie_id,movie_title,movie_genres_str
960,Naked (1993),['Documentary']
961,Orlando (1993),['Documentary']
962,Ruby in Paradise (1993),['Documentary']
963,Some Folks Call It a Sling Blade (1993),"['Documentary', 'Thriller']"
964,"Month by the Lake, A (1995)","[""Children's"", 'Documentary']"
965,Funny Face (1957),"[""Children's"", 'Musical']"
966,"Affair to Remember, An (1957)",['Romance']
967,Little Lord Fauntleroy (1936),['Documentary']
968,"Inspector General, The (1949)",['Musical']
969,Winnie the Pooh and the Blustery Day (1968),"['Adventure', 'Animation']"
970,Hear My Song (1991),"[""Children's""]"
971,Mediterraneo (1991),"[""Children's"", 'Western']"
972,Passion Fish (1992),['Documentary']
973,Grateful Dead (1995),['Crime']
974,Eye for an Eye (1996),"['Documentary', 'Thriller']"
975,Fear (1996),['Thriller']
976,Solo (1996),"['unknown', 'Sci-Fi', 'Thriller']"
977,"Substitute, The (1996)",['unknown']
978,Heaven's Prisoners (1996),"['Mystery', 'Thriller']"
979,"Trigger Effect, The (1996)","['Documentary', 'Thriller']"
980,Mother Night (1996),['Documentary']
981,Dangerous Ground (1997),['Documentary']
982,Maximum Risk (1996),"['unknown', 'Action', 'Thriller']"
983,"Rich Man's Wife, The (1996)",['Thriller']
984,Shadow Conspiracy (1997),['Thriller']
985,Blood & Wine (1997),['Documentary']
986,Turbulence (1997),['Thriller']
987,Underworld (1997),['Thriller']
988,"Beautician and the Beast, The (1997)","[""Children's"", 'Romance']"
989,Cats Don't Dance (1997),"['Adventure', 'Animation', 'Musical']"
990,Anna Karenina (1997),"['Documentary', 'Romance']"
991,Keys to Tulsa (1997),['Comedy']
992,Head Above Water (1996),"[""Children's"", 'Thriller']"
993,Hercules (1997),"['Action', 'Adventure', 'Animation', ""Children's"", 'Musical']"
994,"Last Time I Committed Suicide, The (1997)",['Documentary']
995,"Kiss Me, Guido (1997)","[""Children's""]"
996,"Big Green, The (1995)","['Animation', ""Children's""]"
997,Stuart Saves His Family (1995),"[""Children's""]"
998,Cabin Boy (1994),"[""Children's""]"
999,Clean Slate (1994),"[""Children's""]"
1000,Lightning Jack (1994),"[""Children's"", 'unknown']"
1001,"Stupids, The (1996)","[""Children's""]"
1002,"Pest, The (1997)","[""Children's""]"
1003,That Darn Cat! (1997),"['Animation', ""Children's"", 'Mystery']"
1004,Geronimo: An American Legend (1993),"['Documentary', 'unknown']"
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",['Documentary']
1006,Until the End of the World (Bis ans Ende der Welt) (1991),"['Documentary', 'Sci-Fi']"
1007,Waiting for Guffman (1996),"[""Children's""]"
1008,I Shot Andy Warhol (1996),['Documentary']
1009,Stealing Beauty (1996),['Documentary']
1010,Basquiat (1996),['Documentary']
1011,2 Days in the Valley (1996),['Comedy']
1012,Private Parts (1997),"[""Children's"", 'Documentary']"
1013,Anaconda (1997),"['unknown', 'Action', 'Thriller']"
1014,Romy and Michele's High School Reunion (1997),"[""Children's""]"
1015,Shiloh (1997),"['Animation', 'Documentary']"
1016,Con Air (1997),"['unknown', 'Action', 'Thriller']"
1017,Trees Lounge (1996),['Documentary']
1018,Tie Me Up! Tie Me Down! (1990),['Documentary']
1019,"Die xue shuang xiong (Killer, The) (1989)","['unknown', 'Thriller']"
1020,Gaslight (1944),"['Mystery', 'Thriller']"
1021,8 1/2 (1963),['Documentary']
1022,"Fast, Cheap & Out of Control (1997)",['Crime']
1023,Fathers' Day (1997),"[""Children's""]"
1024,Mrs. Dalloway (1997),['Romance']
1025,Fire Down Below (1997),"['unknown', 'Documentary', 'Thriller']"
1026,"Lay of the Land, The (1997)","[""Children's"", 'Documentary']"
1027,"Shooter, The (1995)",['unknown']
1028,Grumpier Old Men (1995),"[""Children's"", 'Romance']"
1029,Jury Duty (1995),"[""Children's""]"
1030,"Beverly Hillbillies, The (1993)","[""Children's""]"
1031,Lassie (1994),"['Action', 'Animation']"
1032,Little Big League (1994),"['Animation', ""Children's""]"
1033,Homeward Bound II: Lost in San Francisco (1996),"['Action', 'Animation']"
1034,"Quest, The (1996)","['unknown', 'Action']"
1035,Cool Runnings (1993),"[""Children's""]"
1036,Drop Dead Fred (1991),"[""Children's"", 'Drama']"
1037,Grease 2 (1982),"[""Children's"", 'Musical', 'Romance']"
1038,Switchback (1997),['Thriller']
1039,Hamlet (1996),['Documentary']
1040,Two if by Sea (1996),"[""Children's"", 'Romance']"
1041,Forget Paris (1995),"[""Children's"", 'Romance']"
1042,Just Cause (1995),"['Mystery', 'Thriller']"
1043,Rent-a-Kid (1995),"[""Children's""]"
1044,"Paper, The (1994)","[""Children's"", 'Documentary']"
1045,Fearless (1993),['Documentary']
1046,Malice (1993),['Thriller']
1047,Multiplicity (1996),"[""Children's""]"
1048,She's the One (1996),"[""Children's"", 'Romance']"
1049,House Arrest (1996),"[""Children's""]"
1050,"Ghost and Mrs. Muir, The (1947)","['Documentary', 'Romance']"
1051,"Associate, The (1996)","[""Children's""]"
1052,Dracula: Dead and Loving It (1995),"[""Children's"", 'Film-Noir']"
1053,Now and Then (1995),['Documentary']
1054,Mr. Wrong (1996),"[""Children's""]"
1055,"Simple Twist of Fate, A (1994)",['Documentary']
1056,Cronos (1992),['Film-Noir']
1057,"Pallbearer, The (1996)","[""Children's""]"
1058,"War, The (1994)","['Action', 'Documentary']"
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),"[""Children's""]"
1060,"Adventures of Pinocchio, The (1996)","['Action', 'Animation']"
1061,"Evening Star, The (1996)","[""Children's"", 'Documentary']"
1062,Four Days in September (1997),['Documentary']
1063,"Little Princess, A (1995)","['Animation', 'Documentary']"
1064,Crossfire (1947),"['Comedy', 'Fantasy']"
1065,Koyaanisqatsi (1983),"['Crime', 'Western']"
1066,Balto (1995),"['Adventure', 'Animation']"
1067,Bottle Rocket (1996),"[""Children's""]"
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",['Documentary']
1069,Amateur (1994),"['Comedy', 'Documentary', 'Thriller']"
1070,Living in Oblivion (1995),"[""Children's""]"
1071,Party Girl (1995),"[""Children's""]"
1072,"Pyromaniac's Love Story, A (1995)","[""Children's"", 'Romance']"
1073,Shallow Grave (1994),['Thriller']
1074,Reality Bites (1994),"[""Children's"", 'Documentary']"
1075,"Man of No Importance, A (1994)",['Documentary']
1076,"Pagemaster, The (1994)","['unknown', 'Action', 'Adventure', 'Animation', 'Drama']"
1077,Love and a .45 (1994),['Thriller']
1078,Oliver & Company (1988),"['Adventure', 'Animation']"
1079,Joe's Apartment (1996),"[""Children's"", 'Musical']"
1080,Celestial Clockwork (1994),"[""Children's""]"
1081,Curdled (1996),['Comedy']
1082,Female Perversions (1996),['Documentary']
1083,Albino Alligator (1996),"['Comedy', 'Thriller']"
1084,Anne Frank Remembered (1995),['Crime']
1085,Carried Away (1996),"['Documentary', 'Romance']"
1086,It's My Party (1995),['Documentary']
1087,Bloodsport 2 (1995),['unknown']
1088,Double Team (1997),['unknown']
1089,Speed 2: Cruise Control (1997),"['unknown', 'Romance', 'Thriller']"
1090,Sliver (1993),['Thriller']
1091,Pete's Dragon (1977),"['Action', 'Adventure', 'Animation', 'Musical']"
1092,Dear God (1996),"[""Children's""]"
1093,Live Nude Girls (1995),"[""Children's""]"
1094,"Thin Line Between Love and Hate, A (1996)","[""Children's""]"
1095,High School High (1996),"[""Children's""]"
1096,Commandments (1997),['Romance']
1097,"Hate (Haine, La) (1995)",['Documentary']
1098,Flirting With Disaster (1996),"[""Children's""]"
1099,"Red Firecracker, Green Firecracker (1994)",['Documentary']
1100,What Happened Was... (1994),"[""Children's"", 'Documentary', 'Romance']"
1101,Six Degrees of Separation (1993),"['Documentary', 'Mystery']"
1102,Two Much (1996),"[""Children's"", 'Romance']"
1103,Trust (1990),"[""Children's"", 'Documentary']"
1104,C'est arrivé près de chez vous (1992),"[""Children's"", 'Comedy', 'Documentary']"
1105,Firestorm (1998),"['unknown', 'Action', 'Thriller']"
1106,"Newton Boys, The (1998)","['Comedy', 'Documentary']"
1107,Beyond Rangoon (1995),['Documentary']
1108,Feast of July (1995),['Documentary']
1109,Death and the Maiden (1994),"['Documentary', 'Thriller']"
1110,Tank Girl (1995),"['unknown', ""Children's"", 'Musical', 'Sci-Fi']"
1111,Double Happiness (1994),['Documentary']
1112,Cobb (1994),['Documentary']
1113,Mrs. Parker and the Vicious Circle (1994),['Documentary']
1114,Faithful (1996),"[""Children's""]"
1115,Twelfth Night (1996),"[""Children's"", 'Documentary', 'Romance']"
1116,"Mark of Zorro, The (1940)",['Action']
1117,Surviving Picasso (1996),['Documentary']
1118,Up in Smoke (1978),"[""Children's""]"
1119,Some Kind of Wonderful (1987),"['Documentary', 'Romance']"
1120,I'm Not Rappaport (1996),"[""Children's""]"
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","['Documentary', 'Musical']"
1122,They Made Me a Criminal (1939),"['Comedy', 'Documentary']"
1123,"Last Time I Saw Paris, The (1954)",['Documentary']
1124,"Farewell to Arms, A (1932)","['Romance', 'Western']"
1125,"Innocents, The (1961)",['Thriller']
1126,"Old Man and the Sea, The (1958)","['Action', 'Documentary']"
1127,"Truman Show, The (1998)",['Documentary']
1128,Heidi Fleiss: Hollywood Madam (1995) ,['Crime']
1129,Chungking Express (1994),"['Documentary', 'Mystery', 'Romance']"
1130,Jupiter's Wife (1994),['Crime']
1131,Safe (1995),['Thriller']
1132,Feeling Minnesota (1996),"['Documentary', 'Romance']"
1133,Escape to Witch Mountain (1975),"['Action', 'Animation', 'Drama']"
1134,Get on the Bus (1996),['Documentary']
1135,"Doors, The (1991)","['Documentary', 'Musical']"
1136,Ghosts of Mississippi (1996),['Documentary']
1137,Beautiful Thing (1996),"['Documentary', 'Romance']"
1138,Best Men (1997),"['unknown', ""Children's"", 'Comedy', 'Documentary']"
1139,Hackers (1995),"['unknown', 'Comedy', 'Thriller']"
1140,"Road to Wellville, The (1994)","[""Children's""]"
1141,"War Room, The (1993)",['Crime']
1142,When We Were Kings (1996),['Crime']
1143,Hard Eight (1996),"['Comedy', 'Thriller']"
1144,"Quiet Room, The (1996)",['Documentary']
1145,Blue Chips (1994),['Documentary']
1146,Calendar Girl (1993),['Documentary']
1147,My Family (1995),['Documentary']
1148,Tom & Viv (1994),['Documentary']
1149,Walkabout (1971),['Documentary']
1150,Last Dance (1996),['Documentary']
1151,Original Gangstas (1996),['Comedy']
1152,In Love and War (1996),"['Romance', 'Western']"
1153,Backbeat (1993),"['Documentary', 'Musical']"
1154,Alphaville (1965),['Sci-Fi']
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)","[""Children's"", 'Romance']"
1156,Cyclo (1995),"['Comedy', 'Documentary']"
1157,"Relic, The (1997)",['Film-Noir']
1158,"Fille seule, La (A Single Girl) (1995)",['Documentary']
1159,Stalker (1979),"['Mystery', 'Sci-Fi']"
1160,Love! Valour! Compassion! (1997),"['Documentary', 'Romance']"
1161,Palookaville (1996),"['unknown', 'Documentary']"
1162,Phat Beach (1996),"[""Children's""]"
1163,"Portrait of a Lady, The (1996)",['Documentary']
1164,Zeus and Roxanne (1997),['Animation']
1165,Big Bully (1996),"[""Children's"", 'Documentary']"
1166,Love & Human Remains (1993),"[""Children's""]"
1167,"Sum of Us, The (1994)","[""Children's""]"
1168,Little Buddha (1993),['Documentary']
1169,Fresh (1994),['Documentary']
1170,Spanking the Monkey (1994),"[""Children's"", 'Documentary']"
1171,Wild Reeds (1994),['Documentary']
1172,"Women, The (1939)","[""Children's""]"
1173,Bliss (1997),"['Documentary', 'Romance']"
1174,Caught (1996),"['Documentary', 'Thriller']"
1175,Hugo Pool (1997),['Romance']
1176,Welcome To Sarajevo (1997),"['Documentary', 'Western']"
1177,Dunston Checks In (1996),"[""Children's""]"
1178,Major Payne (1994),"[""Children's""]"
1179,Man of the House (1995),"[""Children's""]"
1180,I Love Trouble (1994),"['unknown', ""Children's""]"
1181,"Low Down Dirty Shame, A (1994)","['unknown', ""Children's""]"
1182,Cops and Robbersons (1994),"[""Children's""]"
1183,"Cowboy Way, The (1994)","['unknown', ""Children's""]"
1184,"Endless Summer 2, The (1994)",['Crime']
1185,In the Army Now (1994),"[""Children's"", 'Western']"
1186,"Inkwell, The (1994)","[""Children's"", 'Documentary']"
1187,Switchblade Sisters (1975),['Comedy']
1188,Young Guns II (1990),"['unknown', ""Children's"", 'unknown']"
1189,Prefontaine (1997),['Documentary']
1190,That Old Feeling (1997),"[""Children's"", 'Romance']"
1191,"Letter From Death Row, A (1998)","['Comedy', 'Documentary']"
1192,"Boys of St. Vincent, The (1993)",['Documentary']
1193,Before the Rain (Pred dozhdot) (1994),['Documentary']
1194,Once Were Warriors (1994),"['Comedy', 'Documentary']"
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),['Documentary']
1196,"Savage Nights (Nuits fauves, Les) (1992)",['Documentary']
1197,"Family Thing, A (1996)","[""Children's"", 'Documentary']"
1198,Purple Noon (1960),"['Comedy', 'Thriller']"
1199,Cemetery Man (Dellamorte Dellamore) (1994),"[""Children's"", 'Film-Noir']"
1200,Kim (1950),"['Animation', 'Documentary']"
1201,Marlene Dietrich: Shadow and Light (1996) ,['Crime']
1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)","[""Children's""]"
1203,Top Hat (1935),"[""Children's"", 'Musical', 'Romance']"
1204,To Be or Not to Be (1942),"[""Children's"", 'Documentary', 'Western']"
1205,"Secret Agent, The (1996)",['Documentary']
1206,Amos & Andrew (1993),"[""Children's""]"
1207,Jade (1995),['Thriller']
1208,Kiss of Death (1995),"['Comedy', 'Documentary', 'Thriller']"
1209,Mixed Nuts (1994),"[""Children's""]"
1210,Virtuosity (1995),"['Sci-Fi', 'Thriller']"
1211,Blue Sky (1994),"['Documentary', 'Romance']"
1212,Flesh and Bone (1993),"['Documentary', 'Mystery', 'Romance']"
1213,Guilty as Sin (1993),"['Comedy', 'Documentary', 'Thriller']"
1214,In the Realm of the Senses (Ai no corrida) (1976),['Documentary']
1215,Barb Wire (1996),"['unknown', 'Sci-Fi']"
1216,Kissed (1996),['Romance']
1217,Assassins (1995),['Thriller']
1218,Friday (1995),"[""Children's""]"
1219,"Goofy Movie, A (1995)","['Adventure', 'Animation', ""Children's"", 'Romance']"
1220,Higher Learning (1995),['Documentary']
1221,When a Man Loves a Woman (1994),['Documentary']
1222,Judgment Night (1993),['unknown']
1223,King of the Hill (1993),['Documentary']
1224,"Scout, The (1994)",['Documentary']
1225,Angus (1995),"[""Children's""]"
1226,Night Falls on Manhattan (1997),"['Comedy', 'Documentary']"
1227,"Awfully Big Adventure, An (1995)",['Documentary']
1228,Under Siege 2: Dark Territory (1995),['unknown']
1229,Poison Ivy II (1995),"['Documentary', 'Thriller']"
1230,Ready to Wear (Pret-A-Porter) (1994),"[""Children's""]"
1231,Marked for Death (1990),"['unknown', 'Documentary']"
1232,Madonna: Truth or Dare (1991),['Crime']
1233,Nénette et Boni (1996),['Documentary']
1234,Chairman of the Board (1998),"[""Children's""]"
1235,"Big Bang Theory, The (1994)",['Comedy']
1236,"Other Voices, Other Rooms (1997)",['Documentary']
1237,Twisted (1996),"[""Children's"", 'Documentary']"
1238,Full Speed (1996),['Documentary']
1239,Cutthroat Island (1995),"['unknown', 'Action', 'Romance']"
1240,Ghost in the Shell (Kokaku kidotai) (1995),"['Adventure', 'Sci-Fi']"
1241,"Van, The (1996)","[""Children's"", 'Documentary']"
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)","[""Children's""]"
1243,Night Flier (1997),['Film-Noir']
1244,Metro (1997),['unknown']
1245,Gridlock'd (1997),['Comedy']
1246,Bushwhacked (1995),"[""Children's""]"
1247,Bad Girls (1994),['unknown']
1248,Blink (1994),['Thriller']
1249,For Love or Money (1993),"[""Children's""]"
1250,Best of the Best 3: No Turning Back (1995),['unknown']
1251,A Chef in Love (1996),"[""Children's""]"
1252,"Contempt (Mépris, Le) (1963)",['Documentary']
1253,"Tie That Binds, The (1995)",['Thriller']
1254,Gone Fishin' (1997),"[""Children's""]"
1255,Broken English (1996),['Documentary']
1256,"Designated Mourner, The (1997)",['Documentary']
1257,"Designated Mourner, The (1997)",['Documentary']
1258,Trial and Error (1997),"[""Children's"", 'Romance']"
1259,Pie in the Sky (1995),"[""Children's"", 'Romance']"
1260,Total Eclipse (1995),['Documentary']
1261,"Run of the Country, The (1995)",['Documentary']
1262,Walking and Talking (1996),['Romance']
1263,Foxfire (1996),['Documentary']
1264,Nothing to Lose (1994),['Documentary']
1265,Star Maps (1997),['Documentary']
1266,Bread and Chocolate (Pane e cioccolata) (1973),['Documentary']
1267,Clockers (1995),['Documentary']
1268,Bitter Moon (1992),['Documentary']
1269,Love in the Afternoon (1957),"[""Children's"", 'Romance']"
1270,Life with Mikey (1993),"[""Children's""]"
1271,North (1994),"[""Children's""]"
1272,Talking About Sex (1994),"[""Children's"", 'Documentary']"
1273,Color of Night (1994),"['Documentary', 'Thriller']"
1274,Robocop 3 (1993),"['Sci-Fi', 'Thriller']"
1275,Killer (Bulletproof Heart) (1994),['Thriller']
1276,Sunset Park (1996),['Documentary']
1277,Set It Off (1996),"['unknown', 'Comedy']"
1278,Selena (1997),"['Documentary', 'Musical']"
1279,Wild America (1997),"['Action', 'Animation']"
1280,Gang Related (1997),['Comedy']
1281,Manny & Lo (1996),['Documentary']
1282,"Grass Harp, The (1995)",['Documentary']
1283,Out to Sea (1997),"[""Children's""]"
1284,Before and After (1996),"['Documentary', 'Mystery']"
1285,Princess Caraboo (1994),['Documentary']
1286,Shall We Dance? (1937),"[""Children's"", 'Musical', 'Romance']"
1287,Ed (1996),"[""Children's""]"
1288,Denise Calls Up (1995),"[""Children's""]"
1289,Jack and Sarah (1995),['Romance']
1290,Country Life (1994),"['Documentary', 'Romance']"
1291,Celtic Pride (1996),"[""Children's""]"
1292,"Simple Wish, A (1997)","['Animation', 'Drama']"
1293,Star Kid (1997),"['Action', 'Animation', 'Drama', 'Sci-Fi']"
1294,Ayn Rand: A Sense of Life (1997),['Crime']
1295,Kicked in the Head (1997),"[""Children's"", 'Documentary']"
1296,Indian Summer (1996),"[""Children's"", 'Documentary']"
1297,Love Affair (1994),"['Documentary', 'Romance']"
1298,"Band Wagon, The (1953)","[""Children's"", 'Musical']"
1299,Penny Serenade (1941),"['Documentary', 'Romance']"
1300,'Til There Was You (1997),"['Documentary', 'Romance']"
1301,Stripes (1981),"[""Children's""]"
1302,Late Bloomers (1996),"[""Children's""]"
1303,"Getaway, The (1994)",['unknown']
1304,New York Cop (1996),"['unknown', 'Comedy']"
1305,National Lampoon's Senior Trip (1995),"[""Children's""]"
1306,Delta of Venus (1994),['Documentary']
1307,Carmen Miranda: Bananas Is My Business (1994),['Crime']
1308,Babyfever (1994),"[""Children's"", 'Documentary']"
1309,"Very Natural Thing, A (1974)",['Documentary']
1310,"Walk in the Sun, A (1945)",['Documentary']
1311,Waiting to Exhale (1995),"[""Children's"", 'Documentary']"
1312,"Pompatus of Love, The (1996)","[""Children's"", 'Documentary']"
1313,Palmetto (1998),"['Fantasy', 'Mystery', 'Thriller']"
1314,Surviving the Game (1994),"['unknown', 'Action', 'Thriller']"
1315,Inventing the Abbotts (1997),"['Documentary', 'Romance']"
1316,"Horse Whisperer, The (1998)",['Documentary']
1317,"Journey of August King, The (1995)",['Documentary']
1318,Catwalk (1995),['Crime']
1319,"Neon Bible, The (1995)",['Documentary']
1320,Homage (1995),['Documentary']
1321,Open Season (1996),"[""Children's""]"
1322,Metisse (Café au Lait) (1993),"[""Children's""]"
1323,"Wooden Man's Bride, The (Wu Kui) (1994)",['Documentary']
1324,Loaded (1994),"['Documentary', 'Thriller']"
1325,August (1996),['Documentary']
1326,Boys (1996),['Documentary']
1327,Captives (1994),['Documentary']
1328,Of Love and Shadows (1994),['Documentary']
1329,"Low Life, The (1994)",['Documentary']
1330,An Unforgettable Summer (1994),['Documentary']
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",['Crime']
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),['Documentary']
1333,Midnight Dancers (Sibak) (1994),"[""Children's"", 'Documentary']"
1334,Somebody to Love (1994),['Documentary']
1335,American Buffalo (1996),['Documentary']
1336,Kazaam (1996),"['Animation', ""Children's"", 'Drama']"
1337,Larger Than Life (1996),"[""Children's""]"
1338,Two Deaths (1995),['Documentary']
1339,Stefano Quantestorie (1993),"[""Children's"", 'Documentary']"
1340,"Crude Oasis, The (1995)",['Romance']
1341,Hedd Wyn (1992),['Documentary']
1342,"Convent, The (Convento, O) (1995)",['Documentary']
1343,Lotto Land (1995),['Documentary']
1344,"Story of Xinghua, The (1993)",['Documentary']
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",['Documentary']
1346,Dingo (1992),['Documentary']
1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",['Documentary']
1348,Every Other Weekend (1990),['Documentary']
1349,Mille bolle blu (1993),"[""Children's""]"
1350,Crows and Sparrows (1949),['Documentary']
1351,Lover's Knot (1996),"[""Children's""]"
1352,Shadow of Angels (Schatten der Engel) (1976),['Documentary']
1353,1-900 (1994),['Romance']
1354,Venice/Venice (1992),['Documentary']
1355,Infinity (1996),['Documentary']
1356,Ed's Next Move (1996),"[""Children's""]"
1357,For the Moment (1994),"['Romance', 'Western']"
1358,The Deadly Cure (1996),['unknown']
1359,Boys in Venice (1996),['Documentary']
1360,"Sexual Life of the Belgians, The (1994)","[""Children's""]"
1361,"Search for One-eye Jimmy, The (1996)","[""Children's""]"
1362,American Strays (1996),['unknown']
1363,"Leopard Son, The (1996)",['Crime']
1364,Bird of Prey (1996),['unknown']
1365,Johnny 100 Pesos (1993),"['unknown', 'Documentary']"
1366,JLG/JLG - autoportrait de décembre (1994),"['Crime', 'Documentary']"
1367,Faust (1994),['Adventure']
1368,Mina Tannenbaum (1994),['Documentary']
1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",['Documentary']
1370,I Can't Sleep (J'ai pas sommeil) (1994),"['Documentary', 'Thriller']"
1371,"Machine, The (1994)","[""Children's"", 'Film-Noir']"
1372,"Stranger, The (1994)",['unknown']
1373,Good Morning (1971),['War']
1374,Falling in Love Again (1980),"[""Children's""]"
1375,"Cement Garden, The (1993)",['Documentary']
1376,Meet Wally Sparks (1997),"[""Children's""]"
1377,Hotel de Love (1996),"[""Children's"", 'Romance']"
1378,Rhyme & Reason (1997),['Crime']
1379,Love and Other Catastrophes (1996),['Romance']
1380,Hollow Reed (1996),['Documentary']
1381,Losing Chase (1996),['Documentary']
1382,"Bonheur, Le (1965)",['Documentary']
1383,"Second Jungle Book: Mowgli & Baloo, The (1997)","['Action', 'Animation']"
1384,Squeeze (1996),['Documentary']
1385,Roseanna's Grave (For Roseanna) (1997),"[""Children's"", 'Romance']"
1386,Tetsuo II: Body Hammer (1992),['Sci-Fi']
1387,Fall (1997),['Romance']
1388,Gabbeh (1996),['Documentary']
1389,Mondo (1996),['Documentary']
1390,"Innocent Sleep, The (1995)",['Comedy']
1391,For Ever Mozart (1996),['Documentary']
1392,"Locusts, The (1997)",['Documentary']
1393,Stag (1997),"['unknown', 'Thriller']"
1394,Swept from the Sea (1997),['Romance']
1395,Hurricane Streets (1998),['Documentary']
1396,Stonewall (1995),['Documentary']
1397,Of Human Bondage (1934),['Documentary']
1398,Anna (1996),['Documentary']
1399,Stranger in the House (1997),['Thriller']
1400,Picture Bride (1995),"['Documentary', 'Romance']"
1401,M. Butterfly (1993),['Documentary']
1402,"Ciao, Professore! (1993)",['Documentary']
1403,Caro Diario (Dear Diary) (1994),"[""Children's"", 'Documentary']"
1404,Withnail and I (1987),"[""Children's""]"
1405,Boy's Life 2 (1997),['Documentary']
1406,When Night Is Falling (1995),"['Documentary', 'Romance']"
1407,"Specialist, The (1994)",['unknown']
1408,Gordy (1995),"[""Children's""]"
1409,"Swan Princess, The (1994)","['Adventure', 'Animation']"
1410,Harlem (1993),['Documentary']
1411,Barbarella (1968),"['Action', 'Sci-Fi']"
1412,Land Before Time III: The Time of the Great Giving (1995) (V),"['Adventure', 'Animation']"
1413,Street Fighter (1994),['unknown']
1414,Coldblooded (1995),['unknown']
1415,"Next Karate Kid, The (1994)","['unknown', 'Animation']"
1416,No Escape (1994),"['unknown', 'Sci-Fi']"
1417,"Turning, The (1992)",['Documentary']
1418,"Joy Luck Club, The (1993)",['Documentary']
1419,Highlander III: The Sorcerer (1994),"['unknown', 'Sci-Fi']"
1420,Gilligan's Island: The Movie (1998),"[""Children's""]"
1421,My Crazy Life (Mi vida loca) (1993),['Documentary']
1422,Suture (1993),"['Fantasy', 'Thriller']"
1423,"Walking Dead, The (1995)","['Documentary', 'Western']"
1424,I Like It Like That (1994),"[""Children's"", 'Documentary', 'Romance']"
1425,I'll Do Anything (1994),"[""Children's"", 'Documentary']"
1426,Grace of My Heart (1996),"[""Children's"", 'Documentary']"
1427,Drunks (1995),['Documentary']
1428,SubUrbia (1997),"[""Children's""]"
1429,Sliding Doors (1998),"['Documentary', 'Romance']"
1430,Ill Gotten Gains (1997),['Documentary']
1431,Legal Deceit (1997),['Thriller']
1432,"Mighty, The (1998)",['Documentary']
1433,Men of Means (1998),"['unknown', 'Documentary']"
1434,Shooting Fish (1997),['Romance']
1435,"Steal Big, Steal Little (1995)","[""Children's""]"
1436,Mr. Jones (1993),"['Documentary', 'Romance']"
1437,House Party 3 (1994),"[""Children's""]"
1438,Panther (1995),['Documentary']
1439,Jason's Lyric (1994),"['Comedy', 'Documentary']"
1440,Above the Rim (1994),['Documentary']
1441,Moonlight and Valentino (1995),"['Documentary', 'Romance']"
1442,"Scarlet Letter, The (1995)",['Documentary']
1443,8 Seconds (1994),['Documentary']
1444,That Darn Cat! (1965),"['Animation', ""Children's"", 'Mystery']"
1445,Ladybird Ladybird (1994),['Documentary']
1446,"Bye Bye, Love (1995)","[""Children's""]"
1447,Century (1993),['Documentary']
1448,My Favorite Season (1993),['Documentary']
1449,Pather Panchali (1955),['Documentary']
1450,Golden Earrings (1947),"['Action', 'Romance']"
1451,Foreign Correspondent (1940),['Thriller']
1452,Lady of Burlesque (1943),"[""Children's"", 'Mystery']"
1453,Angel on My Shoulder (1946),"['Comedy', 'Documentary']"
1454,Angel and the Badman (1947),['unknown']
1455,"Outlaw, The (1943)",['unknown']
1456,Beat the Devil (1954),"[""Children's"", 'Documentary']"
1457,Love Is All There Is (1996),"[""Children's"", 'Documentary']"
1458,"Damsel in Distress, A (1937)","[""Children's"", 'Musical', 'Romance']"
1459,Madame Butterfly (1995),['Musical']
1460,Sleepover (1995),"[""Children's"", 'Documentary']"
1461,Here Comes Cookie (1935),"[""Children's""]"
1462,"Thieves (Voleurs, Les) (1996)","['Comedy', 'Documentary', 'Romance']"
1463,"Boys, Les (1997)","[""Children's""]"
1464,"Stars Fell on Henrietta, The (1995)",['Documentary']
1465,Last Summer in the Hamptons (1995),"[""Children's"", 'Documentary']"
1466,Margaret's Museum (1995),['Documentary']
1467,"Saint of Fort Washington, The (1993)",['Documentary']
1468,"Cure, The (1995)",['Documentary']
1469,Tom and Huck (1995),"['Action', 'Animation']"
1470,Gumby: The Movie (1995),"['Adventure', 'Animation']"
1471,Hideaway (1995),['Thriller']
1472,"Visitors, The (Visiteurs, Les) (1993)","[""Children's"", 'Sci-Fi']"
1473,"Little Princess, The (1939)","['Animation', 'Documentary']"
1474,Nina Takes a Lover (1994),"[""Children's"", 'Romance']"
1475,Bhaji on the Beach (1993),"[""Children's"", 'Documentary']"
1476,Raw Deal (1948),['Fantasy']
1477,Nightwatch (1997),"['Film-Noir', 'Thriller']"
1478,Dead Presidents (1995),"['unknown', 'Comedy', 'Documentary']"
